type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,end_page,number,secondary_title
JOUR,Life cycle energy-carbon-water footprint assessment of an existing coal power plant retrofitted with calcium looping (CaL) based CCS system,"['Haran, Srinath', 'Rao, Anand B.', 'Banerjee, Rangan']",International Journal of Greenhouse Gas Control,130,104015,2023,2023/12/01/,1750-5836,https://doi.org/10.1016/j.ijggc.2023.104015,['https://www.sciencedirect.com/science/article/pii/S1750583623001858'],"['Life cycle assessment', 'CCS', 'Calcium looping', 'Energy input', 'GHG emissions', 'Blue water consumption']","The current study uses a detailed process based LCA model to evaluate the life cycle energy, carbon and water footprint of an existing 660 MWe supercritical coal powerplant in India retrofitted with the calcium looping based CCS system. LCA of the base case is followed by a sensitivity analysis to analyze effect of variation of different input parameters on the output performance metrics such as life cycle energy input, EROI, life cycle GHG emissions and life cycle blue water consumption. Further, the performance of calcium looping is compared with other mature CCS technologies such as MEA and oxycombustion, which are also retrofitted to the same existing coal power plant. Results show that, as compared to the base power plant, the life cycle energy input and life cycle blue water consumption of the integrated system using calcium looping increases by around 31 and 36% respectively, whereas EROI and life cycle GHG emissions decrease by 33–45% and 79–83% respectively. Sensitivity analysis results show that EROI has the largest variation range and change in rail transportation distance of coal leads to maximum variation in life cycle energy input, EROI and life cycle GHG emissions. Comparison of the three CCS technologies clearly shows that the integrated system using calcium looping has the lowest increase in life cycle energy input and life cycle blue water consumption and the lowest decrease in EROI. Thus, in addition to efficiently reducing CO2 emissions and enhancing power generation capacity of existing coal powerplants, use of calcium looping is also favourable from a life cycle sustainability perspective.",,,
JOUR,Expenditure elasticity and income elasticity of GHG emissions: A survey of literature on household carbon footprint,"['Pottier, Antonin']",Ecological Economics,192,107251,2022,2022/02/01/,0921-8009,https://doi.org/10.1016/j.ecolecon.2021.107251,['https://www.sciencedirect.com/science/article/pii/S0921800921003104'],"['Carbon footprint', 'GHG emissions', 'Inequality', 'Household consumption', 'Income and expenditure surveys', 'Elasticity']","The relationship between a household's income and its carbon emissions is often summed up by a number, the elasticity of the carbon footprint with respect to income. I survey here the cross-sectional studies of household carbon footprints and their estimation of the elasticities with respect to income and with respect to expenditures. The difference between these two elasticities comes from the personal saving rate's increasing with income. I compile published estimates of the elasticities of the carbon footprint or energy requirements, and compute new estimates. This amounts to around 80 estimates (one-third of which are newly computed) for over 20 countries. It is found that, generally, the carbon footprint grows less rapidly than expenditure, and confirms that the income elasticity is lower than the expenditure elasticity. Unambiguously, the assumption of an income elasticity equal to unity is not supported by the published literature. I discuss the difference between carbon inequality and carbon concentration, the ambiguity in the literature between income elasticity and expenditure elasticity. I present the limitations of our knowledge of the relationship between income and carbon footprint, from contestable assumptions in the methodology as well as measurement errors in household budget surveys. I examine how elasticity can be used in “top–down” assessment of the global distribution of carbon footprints.",,,
JOUR,Manure replacing synthetic fertilizer improves crop yield sustainability and reduces carbon footprint under winter wheat–summer maize cropping system,"['Niu, Jincan', 'Saeed, Qudsia', 'Wang, Wenning', 'Zhang, Runze', 'Liu, Lin', 'Lv, Fenglian', 'Xu, Jiaxing', 'Han, Yan', 'Zhang, Panxin', 'Hu, Changlu', 'Xu, Hu', 'Sun, Benhua', 'Yang, Xueyun', 'Zhang, Shulan']",Journal of Environmental Management,358,120936,2024,2024/05/01/,0301-4797,https://doi.org/10.1016/j.jenvman.2024.120936,['https://www.sciencedirect.com/science/article/pii/S0301479724009228'],"['Substitution of synthetic fertilizer with manure', 'Crop yield', 'SOC sequestration', 'Greenhouse gas emissions']","Manure replacing synthetic fertilizer is a viable practice to ensure crop yield and increase soil organic carbon (SOC), but its impact on greenhouse gas (GHG) emissions is inconsistent, thus remains its effect on CF unclear. In this study, a 7-year field experiment was conducted to assess the impact of replacing synthetic fertilizer with manure on crop productivity, SOC sequestration, GHG emissions and crop CF under winter wheat–summer maize cropping system. Five treatments were involved: synthetic nitrogen, phosphorus, and potassium fertilizer (NPK) and 25%, 50%, 75%, and 100% of manure replacing synthetic N (25%M, 50%M, 75%M, and 100%M). Compared with NPK treatment, 25%M and 50%M treatments maintained annual yield (winter wheat plus summer maize) and sustainable yield index (SYI), but 75%M and 100%M treatments significantly decreased annual yield, and 100%M treatment also significantly reduced annual SYI. The SOC content exhibited a significant increasing trend over years in all treatments. After 7 years, SOC storage in manure treatments increased by 3.06–11.82 Mg ha−1 relative to NPK treatment. Manure treatments reduced annual GHG emissions by 14%–60% over NPK treatment. The CF of the cropping system ranged from 0.16 to 0.39 kg CO2 eq kg−1 of grain without considering SOC sequestration, in which the CF of manure treatments lowered by 18%–58% relative to NPK treatment. When SOC sequestration was involved in, the CF varied from −0.39 to 0.37 kg CO2 eq kg−1 of grain, manure treatments significantly reduced the CF by 22%–208% over NPK treatment. It was concluded that replacing 50% of synthetic fertilizer with manure was a sound option for achieving high crop yield and SYI but low CF under the tested cropping system.",,,
JOUR,Carbon footprint analysis considering production activities of informal sector: The case of manufacturing industries of India,"['Mitoma, Haruka']",Energy Economics,125,106809,2023,2023/09/01/,0140-9883,https://doi.org/10.1016/j.eneco.2023.106809,['https://www.sciencedirect.com/science/article/pii/S0140988323003079'],"['Informal sector', 'Carbon footprint', 'Input-output table']",This study estimates an input-output table for India that distinguishes between the formal and informal sectors in 25 manufacturing industries to investigate the informal sector's contribution to the national carbon footprint (CO2 emissions embodied in supply chains). The proposed table reflects the differences in terms of input structure and carbon emission intensity between each industry's formal and informal sectors. The results showed that the informal sector in several industries contributed significantly to the carbon footprint of the top three supply chains with larger CO2 emissions in India. The study suggests that environmental policymakers target the informal sector and identify the actors involved in achieving CO2 emission reduction in the informal sector.,,,
JOUR,Consumer concerns over food insecurity drive reduction in the carbon footprint of food consumption,"['Righi, Selene', 'Viganò, Elena', 'Panzone, Luca']",Sustainable Production and Consumption,39,451,2023,2023/07/01/,2352-5509,https://doi.org/10.1016/j.spc.2023.05.027,['https://www.sciencedirect.com/science/article/pii/S2352550923001227'],"['Consumer behaviour', 'SEM', 'Sustainability', 'Food security', 'Carbon footprint', 'Consumer concerns']","Food security is increasingly a societal concern, also in developed economies. While originally developed through a nutritional lens, food security is also increasingly incorporating the environmental quality of diets. This study develops a Structural Equation Model to examine how consumers concerns over food insecurity – in terms of its impact on health and poverty – and environmental beliefs influence the carbon footprint of diets. Using data from a survey representative of the Italian population, this study shows that health-related food insecurity concerns increase the use of health motives when shopping for food, in turn reducing the carbon footprint of the diet. Conversely, poverty-related food insecurity concerns are associated to diets higher in carbon footprint, as they reduce health motives, and increase private shopping motives (e.g., taste, low price). Overall, the study highlights how shifts to more sustainable food systems require a better understanding of what motivate consumers to make more sustainable food choices.",465,,
JOUR,Discussion on key issues of carbon footprint accounting for bast fiber textiles,"['Liu, Junran', 'Li, Xin', 'Zhu, Lisha', 'Xu, Xiaofang', 'Huang, Qianwen', 'Zhang, Ying', 'Ye, Xiangyu', 'Wang, Laili']",Science of The Total Environment,897,166272,2023,2023/11/01/,0048-9697,https://doi.org/10.1016/j.scitotenv.2023.166272,['https://www.sciencedirect.com/science/article/pii/S0048969723048970'],"['Bast fiber textiles', 'Carbon footprint', 'Carbon sequestration', 'Oxygen release', 'Oxygen consumption']","Bast fiber textiles have become increasingly popular as a sustainable alternative in recent years. Although the carbon emissions of bast fiber textiles have been studied using life cycle assessment method, there is a lack of comprehensive literature analyzing and summarizing the results. This study reviews the current state of research on the carbon emissions of bast fiber textiles. Compared to other plant fibers, there are fewer studies on the carbon footprint or life cycle assessment of bast fiber textiles, and these studies lack a comprehensive “cradle to grave” or “gate to grave” analysis. In addition, inconsistencies exist in the allocation methods used for carbon footprint assessments. This study suggests a combination of physical and economic allocation to conduct a more accurate environmental impact assessment of bast fiber textiles. On the basis of the above review, this study modularizes the process of the entire life cycle of textiles and analyzes the carbon sequestration and emission characteristics to determine the main considerations for carbon footprint assessment. The carbon sequestration effect of bast fiber textiles should be analyzed at the raw material extraction stage and at the end-of-life stage. Oxygen release and consumption are also considered as additional factors to be quantified and analyzed in this study. In the future, the modular method should be used for all carbon footprint evaluation reports for bast fiber textiles. This method helps to comprehensively quantify and evaluate the carbon footprint of bast fiber textiles throughout their entire life cycle. It can provide recommendations for green design, green production and sustainable consumption.",,,
JOUR,Income and expenditure elasticity of household carbon footprints. Some methodological considerations,"['Lévay, Petra Zsuzsa', 'Goedemé, Tim', 'Verbist, Gerlinde']",Ecological Economics,212,107893,2023,2023/10/01/,0921-8009,https://doi.org/10.1016/j.ecolecon.2023.107893,['https://www.sciencedirect.com/science/article/pii/S0921800923001568'],"['Household Carbon Footprint', 'Greenhouse Gas Emissions', 'Income and Expenditure Elasticity', 'Carbon Inequality']","The income and expenditure elasticity of household carbon footprints (CF) is a recurrent summary measure of the social stratification of greenhouse gas emissions. In top-down-estimates, when microdata are lacking, it is also used to estimate the inequality in emissions between households across the income or expenditure distribution. In this article, we point to several key methodological considerations when computing the elasticity of household CFs, and demonstrate their practical and empirical implications by making use of Belgian survey data. We find that the choice between income and expenditure as the main variable is most consequential for the estimated elasticity of household CFs, while the income elasticity of household emissions is more sensitive to a broader range of methodological choices. This has implications for top-down estimates of emissions along the income distribution, and related indicators of the inequality in household emissions by income groups.",,,
JOUR,Carbon footprint of smallholder rain-fed sorghum cropping systems of Kenya: A typology-based approach,"['Musafiri, Collins M.', 'Kiboi, Milka', ""Ng'etich, Onesmus K."", 'Okoti, Michael', 'Kosgei, David K.', 'Ngetich, Felix K.']",Cleaner and Circular Bioeconomy,6,100060,2023,2023/12/01/,2772-8013,https://doi.org/10.1016/j.clcb.2023.100060,['https://www.sciencedirect.com/science/article/pii/S2772801323000258'],"['Carbon footprint', 'Smallholder sorghum farms', 'Intensification', 'Green production', 'Farm-scale', 'Kenya']","Agricultural ecosystems are the main sources of soil-atmosphere exchange (methane-CH4, Carbon dioxide-CO2 and Nitrous oxide -N2O) in sub-Saharan African countries, including Kenya. To feed the ever-growing population, there is a need to identify agricultural management practices to increase food production while reducing GHG emissions for climate change mitigation and adaptation. This study aimed to estimate the GHG balance at the farm scale and identify environmental hotspots and mitigation opportunities among smallholder sorghum farms in Western Kenya. The study hypothesized that different intensification levels influenced the GHG balance. The study collected data from 300 smallholder farms in western Kenya. The principal component analysis and hierarchical clustering analysis were used for farm typologies construction. Five farm types were constructed that ranged from no or minimal external inputs and highly intensified, small to large, and low to highly endowed in tropical livestock units. The Cool Farm Tool Excel program model was used to estimate GHG balances. that the sorghum cropping systems were net sinks of soil GHGs. The GHG balance, carbon footprint, and monetary footprint significantly varied across the farm types at p = 0.025, p = 0.018, and p = 0.004, respectively. The GHG balance ranged from – 818.76 kg CO2 eq. ha−1 in manure-intensive and low fertilizer-intensity small farms to 174.29 kg CO2 eq. ha−1 in fertilizer-intensive and moderate manure application rates on small farms. Fertilizer production and direct and indirect emissions (fertilizer application) were the environmental hotspots accounting for 63 and 30 % of the GHG emissions. The carbon and monetary footprints ranged from -1.29 to 0.45 kg CO2 eq. kg sorghum −1 and -2.02 to 0.13 kg CO2 eq. US$−1 generated, respectively. The study established that sorghum cropping systems in Kenya produced limited greenhouse gas emissions.",,,
JOUR,"Double gains: Boosting crop productivity and reducing carbon footprints through maize-legume intercropping in the Yellow River Delta, China","['Wang, Li', 'Geilfus, Christoph-Martin', 'Sun, Tao', 'Zhao, Zichao', 'Li, Wei', 'Zhang, Xiaodong', 'Wu, Xiaobin', 'Tan, Deshui', 'Liu, Zhaohui']",Chemosphere,344,140328,2023,2023/12/01/,0045-6535,https://doi.org/10.1016/j.chemosphere.2023.140328,['https://www.sciencedirect.com/science/article/pii/S0045653523025985'],"['Intercropping', 'Crop productivity', 'Life cycle assessment', 'Carbon footprint', 'SOC', 'Yellow river delta']","The increasing demand for environmentally friendly agricultural practices has driven the need for diversified crop cultivation to optimize crop productivity while minimizing carbon footprints (CFs). However, the impacts of crop diversification on crop production and environmental benefits are still poorly understood. In this study, conducted at two sites in the Yellow River Delta, China, we investigated the effects of legume intercropping, specifically maize/soybean (M/S) and maize/peanut (M/P) systems, on crop productivity, economic return, ecosystem economic budget (NEEB), CF, and carbon sustainability index (CSI) in comparison to conventional monocrops. Crops were grown in replicated field plots and fertilized in their strips according to common practice for monocrops. Compared to the expected averages of monocrops, maize/legume intercropping demonstrated higher crop yields, with M/S achieving a 37% and 43% increase at the two sites, respectively, and M/P achieving an 11% and 20% increase. The higher overyielding in M/S was attributed to stronger selection effects, i.e., interspecific facilitation. However, the complementarity effects induced by the competitive dominance of maize were similar in both intercropping systems. Additionally, M/S exhibited greater potential for improving net revenues compared to M/P. Life cycle assessments revealed lower CFs in the intercropping systems compared to monocultures. M/S reduced CFs per unit of area by 26.8% at both sites, CFs per unit of maize equivalent energy yield by 25% and 33%, and CFs per unit of revenue by 20% and 25% at the two sites, respectively. M/P also resulted in reduced CFs, albeit to a lesser extent. Intercropping enhanced the CSI, with the highest values observed in the M/S system. However, both intercropping systems showed limited effects on soil C sequestration. Overall, our results highlight that maize/legume intercropping is a feasible approach to enhance crop productivity while reducing CFs. The M/S system outperformed the M/P system in terms of crop yields, economic benefits, and CF reduction. However, the intercropping systems showed limited effects on SOC storage. This study provides important implications for sustainable agriculture by appropriate crop diversification.",,,
JOUR,"Identifying a sustainable rice-based cropping system via on-farm evaluation of grain yield, carbon sequestration capacity and carbon footprints in Central China","['Deng, Zhiming', 'Ren, Xiaojian', 'Han, Jiayi', 'Cui, Kehui', 'Han, Kaiyan', 'Yue, Qian', 'Zhou, Jiyong', 'Zhai, Zhongbing', 'Xiong, Dongliang', 'Yuan, Shen', 'Huang, Jianliang', 'Peng, Shaobing']",Field Crops Research,316,109510,2024,2024/08/01/,0378-4290,https://doi.org/10.1016/j.fcr.2024.109510,['https://www.sciencedirect.com/science/article/pii/S0378429024002636'],"['Global greenhouse gases', 'Rice-based cropping systems', 'Carbon footprint', 'Carbon sequestration capacity', 'Life cycle assessment']","Context Rice-based cropping system is a major anthropogenic source of direct greenhouse gases (GHG) emissions, agricultural inputs also produces numerous indirect GHG emissions and environmental problems. Identification of rice cropping systems with lower GHG emissions and higher grain yields is of great significance to ensure food security while minimizing agricultural carbon footprint (CF). Objective This study aimed to identify the optimal rice-based cropping system with lower greenhouse effects and comparable annual yield in central China. Methods Used life cycle assessment, a two-year field experiment was performed to evaluate the direct and indirect GHG emissions, CF, and carbon sequestration capacity in the six rice-based cropping systems widely used in central China, which consisted of fallow-early rice-late rice, rapeseed-early rice-late rice, fallow-ratoon rice, rapeseed-ratoon rice (RRaR), fallow-middle rice, and rapeseed-middle rice. Results The results showed that compared with the three systems with fallow season, the three systems with rapeseed had lower annual CH4 emissions. The two systems with ratoon rice had lower annual indirect and direct GHG emissions than the two systems with double rice. The three systems with rapeseed had higher annual biomass, grain yields, and fixed carbon in biomass and significantly lower CF than the three systems with fallow season, and RRaR had the highest value of fixed carbon in biomass. The systems with ratoon rice had lower average CF than those systems with double rice. CH4 emissions from paddy fields were the primary source of total annual GHG and the main component of CF. Compared with the three systems with fallow season, the three systems with rapeseed had significantly higher annual carbon sequestration capacity based on net ecosystem production (NEP). Ratoon rice systems had higher average NEP than double- and middle-rice systems. RRaR had the lowest CF per unit yield and highest NEP among all the six systems. Conclusions The results indicated that appropriate rice-based cropping systems may alleviate the greenhouse effect via reducing GHG emissions and enhancing paddy NEP, RRaR could achieve relatively higher annual grain yield and carbon sequestration capacity as well as lower CF. Significance This study highlight conversion of double rice and middle rice systems to RRaR may help improve grain yield and mitigate greenhouse effect. The findings may provide a theoretical basis for selection of sustainable development of rice based cropping systems in central China.",,,
JOUR,Assessing the impact of drought on carbon footprint of soybean production from the life cycle perspective,"['Giusti, Gabriela', 'Galo, Nadya Regina', 'Tóffano Pereira, Rodrigo Pinheiro', 'Lopes Silva, Diogo Aparecido', 'Filimonau, Viachaslau']",Journal of Cleaner Production,425,138843,2023,2023/11/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.138843,['https://www.sciencedirect.com/science/article/pii/S0959652623030019'],"['Soybean production', 'Life Cycle Assessment (LCA)', 'Carbon footprint', 'Food security', 'Climate change']","Soybean is a global crop with significant environmental externalities. However, as an agricultural system, it is also vulnerable to extreme events associated with climate change, such as droughts. Nevertheless, there is a gap in the literature regarding how these extreme events can influence the carbon footprint of soybean production. To better understand the climate implications of soybean production, this study assessed and compared the carbon footprint in the Paraná State, Brazil, during the 2020|21 super harvest and the 2021|22 rainfall scarcity. The method of Life Cycle Assessment (LCA) and the cradle-to-gate perspective were applied using the ImpactWorld+ for Continental Latin America v.1.251 method to calculate the climate change impacts. The uncertainties of short and long-term climate impacts were calculated by the Monte Carlo simulation. The results showed that the carbon footprint of the 2021|22 harvest was 267% greater than that of the 2020|21 harvest, while the 2020|21 production was 86% greater than that of 2021|22. The reduction in productivity observed in 2021|22 soybean crop contributed the most to the long-term climate impacts and impacts on ecosystems and human health. The study showcased the significant short-term impact of climate change on soybean production but also its equally considerable, long-term impact on global food security.",,,
JOUR,Enabling Product Carbon Footprint Management in the Material Extrusion Process,"['Winter, Sven', 'Osterod, Jan Oliver', 'Schleich, Benjamin']",Procedia CIRP,122,31,2024,2024/01/01/,2212-8271,https://doi.org/10.1016/j.procir.2024.01.006,['https://www.sciencedirect.com/science/article/pii/S2212827124000222'],"['carbon footprint', 'uncertainty', 'LCIA', 'additive manufacturing', 'sustainability']","The environmental impact of new products and production processes is one of the most important indicators of the current time. Many methods exist to estimate ecological metrics, such as the Product Carbon Footprint (PCF) in the individual product development phases with stand-alone software. However, methods to integrate the PCF in the entire process chain with the possibility to interact in the process are missing. This paper presents a new approach to measuring the ecological impact of an Additive Manufacturing production process, exemplified by the Material Extrusion (MEX) process. The novelty of the approach lies in implementing a single software for machine control, processing, and visualization of sensor signals, parameter variation, and reporting functions to enable comprehensive PCF management. The workflow includes a model-based prediction of the PCF based on the G-code, live monitoring during the production phase, and a subsequent automated evaluation at a central interface. Critical points can be identified, and approaches for optimizing the MEX process can be designed. Uncertainty evaluation of the PCF based on the combination of uncertainty of the sensors and the Life Cycle Assessment is included in the method. The developed prototype software can be used in the design phase for prediction and in the process phase for optimization, enabling seamless PCF management for the MEX process.",36,,31st CIRP Conference on Life Cycle Engineering
