type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page
JOUR,A simplified methodology for estimating the Carbon Footprint of heat generation by forest woodchips as a support tool for sustainability assessment in decision-making,"['Scrucca, Flavio', 'Barberio, Grazia', 'Cutaia, Laura', 'Rinaldi, Caterina']",Cleaner Environmental Systems,9,100126,2023,2023/06/01/,2666-7894,https://doi.org/10.1016/j.cesys.2023.100126,['https://www.sciencedirect.com/science/article/pii/S266678942300020X'],"['LCA', 'Carbon Footprint', 'Circular fuels', 'Bioenergy', 'Forest woodchips', 'Heat generation']","Energy production from biomass is very strategic for the achievement of global sustainability goals and the use of biofuels for decentralized energy production in medium-small size plants, which conforms to global fossil energy and GHG reduction targets, is expected to increase in the short-medium term. This paper proposes a simplified methodology for estimating the Carbon Footprint associated with heat generation by forest woodchips. The methodology includes all the relevant life cycle phases and is based on the specific fuel and plant characteristics, so it can effectively support sustainability assessment in decision-making regarding biomass projects through proper Carbon Footprint estimates. The application of the methodology showed results in the range of about 6–12 gCO2eq/MJ, depending on the case study characteristics, that agree with the impact values range observed from previous literature. The basic idea that the use of forest woodchips is particularly strategic for sustainable energy production within a “local” wood-energy supply chain (short transport distance) was confirmed. Furthermore, the methodology allowed to estimate indicative transportation distances for which forest woodchips can be considered environmentally competitive compared to alternative renewable sources such as, for instance, wood pellets.",,
JOUR,"Investigating the asymmetric linkages between infrastructure development, green innovation, and consumption-based material footprint: Novel empirical estimations from highly resource-consuming economies","['Razzaq, Asif', 'Ajaz, Tahseen', 'Li, Jing Claire', 'Irfan, Muhammad', 'Suksatan, Wanich']",Resources Policy,74,102302,2021,2021/12/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2021.102302,['https://www.sciencedirect.com/science/article/pii/S0301420721003123'],"['Resources consumption', 'Consumption-based material footprints', 'Green innovation', 'Infrastructure development', 'STRIPAT', 'Methods of moment quantiles']","The role of a reliable resource consumption measurement is essential for devising a relevant climate policy. The consumption-based material footprint is trade-adjusted domestic resource consumption that presents an accurate picture of the domestic material footprint. Pursuing the same, this study draws asymmetric linkages between infrastructure development, green innovation, and consumption-based material footprint (MF) in the top 11 highly material-consuming countries. Our preliminary findings strictly reject the preposition of data normality and highlight that the observed relationship is quantile-dependent, which may disclose misleading results in previous studies using linear methodologies. In compliance, a novel empirical estimation technique popularized as Method of Moments Quantile Regression is employed that simultaneously deal with non-normality and structural changes in data. The results exhibit that infrastructure development (green innovation) significantly increases (decreases) MF mainly across medium to higher quantiles (medium-higher level of MF). Interestingly, the resource-depleting effect of infrastructure is highest for higher quantiles and lowest for lower quantiles of MF. Economic growth (globalization) increase MF, and their resource-depleting effect is higher (lowest) for lower quantiles and lowest (highest) for higher quantiles. Lastly, population exhibits an inverted-U shape relationship with MF across lower to higher quantiles. These results suggest pertinent policy recommendations.",,
JOUR,Socioeconomics determinants of household carbon footprint in Iskandar Malaysia,"['Zen, Irina Safitri', 'Uddin, M. Salim', 'Al-Amin, Abul Quasem', 'Majid, Mohammad Rafee Bin', 'Almulhim, Abdulaziz I.', 'Doberstein, Brent']",Journal of Cleaner Production,347,131256,2022,2022/05/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2022.131256,['https://www.sciencedirect.com/science/article/pii/S0959652622008873'],"['Carbon footprint', 'Climate change', 'Household lifestyle', 'Energy consumption', 'Environmental awareness']","Understanding the complex links between socioeconomic variables and carbon emissions can reveal household spending and lifestyle patterns. This study oversees those issues and examines consumption patterns and their related variables such as climate change understanding, attitudes, and knowledge, in order to better comprehend the complicated linkages. This study revealed that eight socioeconomic elements influence a household's carbon footprint: (i) household income (β = 0.476, p < 0.05), (ii) green attitudes (β = −0.196, p < 0.05), (iii) residential space (β = 0.157, p < 0.05), (iv), education levels (β = 0.131, p < 0.05), (v) household's tenure status by ownership (β = 0.130, p < 0.05), (vi) household's age (β = 0.112, p < 0.05), (vii) size of household (β = 0.101, p < 0.05), and, (viii) female-headed household (β = −0.077, p < 0.05). Approximately 83.6% of respondents are mindful of climate change, but only 2.6% correctly define it as a long-term shift in weather patterns. The study found that 82% of households are willing to change their consumption habits and lifestyle to reduce their household's carbon footprint. In order to achieve a low carbon society, our research advocate a multipronged approach and policy action is crucial based on the results. Further, robust climate change educational and awareness programmes is decisive at the multilevel and scale in Malaysia to achieve its carbon emissions reduction target by 2050.",,
JOUR,A standardized methodology for economic and carbon footprint assessment of CO2 to transport fuels: Comparison of novel bicarbonate electrolysis with competing pathways,"['Kannangara, Miyuru', 'Shadbahr, Jalil', 'Vasudev, Madhav', 'Yang, Jianjun', 'Zhang, Lei', 'Bensebaa, Farid', 'Lees, Eric', 'Simpson, Grace', 'Berlinguette, Curtis', 'Cai, Jingjing', 'Nishikawa, Emily', 'McCoy, Sean', 'MacLean, Heather', 'Bergerson, Joule']",Applied Energy,325,119897,2022,2022/11/01/,0306-2619,https://doi.org/10.1016/j.apenergy.2022.119897,['https://www.sciencedirect.com/science/article/pii/S0306261922011606'],,"Early evaluation of carbon capture and utilization (CCU) pathways in terms of cost and emission reductions is critical in guiding future R&D and commercialization. However, such evaluation is challenging due to varying technology readiness levels (TRL) of pathways, unavailability of cost and emission data for new technologies and uncertainty of performance parameters of lab scale technologies. In this study, we propose a standardized methodology that allow comparing synthetic fuel production pathways based on early stage lab scale CO2 electrolysis technologies with mature CCU technologies and incumbent technologies. This methodology provides guidelines for defining pathways, modeling and cost and carbon footprint (CF) assessment supported by a bottom-up framework to scale- up the costs and CF of lab scale technologies. We apply the developed methodology to evaluate Fischer-Tropsh synthesis (FTS) fuel production pathways based on bicarbonate electrolysis, a novel early stage CO2 electroreduction technology with integrated CO2 capture, and reverse water gas shift (RWGS) reaction, a mature thermocatalytic CO2 conversion technology. The cost of diesel fuel production using RWGS and bicarbonate electrolysis pathways were 1.7 $/L and 1.5 $/L, respectively, which is more than 140% of current cost of diesel. Nevertheless, both pathways were able to achieve significant emissions reductions with bicarbonate electrolysis reducing 90% and RWGS reducing at 70% compared to conventional diesel. Based on the uncertainties of calculated cost, neither pathway is more economically competitive than the other. However bicarbonate electrolysis pathway offer more opportunities for emission reduction as most of its energy demand can be provided by renewable electricity. RWGS pathway with relatively higher thermal energy demand will need to rely on high level of energy recovery and integration to achieve similar emission reductions.",,
JOUR,Inputs for staple crop production in China drive burden shifting of water and carbon footprints transgressing part of provincial planetary boundaries,"['Feng, Bianbian', 'Zhuo, La', 'Mekonnen, Mesfin M.', 'Marston, Landon T.', 'Yang, Xi', 'Xu, Zenghui', 'Liu, Yilin', 'Wang, Wei', 'Li, Zhibin', 'Li, Meng', 'Ji, Xiangxiang', 'Wu, Pute']",Water Research,221,118803,2022,2022/08/01/,0043-1354,https://doi.org/10.1016/j.watres.2022.118803,['https://www.sciencedirect.com/science/article/pii/S0043135422007564'],"['Crop production', 'Agricultural inputs', 'Water footprint', 'Carbon footprint', 'Planetary boundary', 'China']","Crop production is the biggest water user and key contributor to anthropogenic greenhouse gas emissions. Increasing crop yields to ensure adequate food supply under water and land scarcity is excessively dependents on intensive agricultural inputs (such as fertilizers, pesticides, agri-films, or energy), resulting in unintended environmental consequences. Supply chains bringing environmental-intensive inputs from their place of production to the croplands. However, most food-related environmental assessments ignore the environmental burden of agricultural input production, trade, and consumption. Here, we estimate spatially-detailed water (WF) and carbon footprints (CF) of wheat, maize, and rice production in China with extended system boundary from upstream raw material mining to the field. The agricultural inputs account for up to 24% and 89% of a crop's WF and CF, respectively, at the provincial level. The total local generated WF in Chinese northern provinces and CF in Shanxi and Inner Mongolia provinces for producing crops and agricultural inputs transgresses the corresponding downscaled blue water and carbon planetary boundaries. The study broadens the scope of traditional environmental impact assessments in agricultural production and sheds light on the significances to manage the linkages between the crop production and the agricultural inputs’ upstream supply chains towards more efficient water use and less greenhouse gas emissions in food system.",,
JOUR,The Impact of Telemedicine in Reducing the Carbon Footprint in Health Care: A Systematic Review and Cumulative Analysis of 68 Million Clinical Consultations,"['Rodler, Severin', 'Ramacciotti, Lorenzo Storino', 'Maas, Marissa', 'Mokhtar, Daniel', 'Hershenhouse, Jacob', 'De Castro Abreu, Andre Luis', 'Fuchs, Gerhard', 'Stief, Christian G.', 'Gill, Inderbir S.', 'Cacciamani, Giovanni E.']",European Urology Focus,9,873,2023,2023/11/01/,2405-4569,https://doi.org/10.1016/j.euf.2023.11.013,['https://www.sciencedirect.com/science/article/pii/S2405456923002729'],"['Carbon footprint', 'Telemedicine', 'Sustainability', 'Health care', 'Telehealth', 'CO', 'Green health care']","Context Carbon footprint (CF) has emerged as an important factor when assessing health care interventions. Objective To investigate the reduction in CF for patients utilizing telemedicine. Evidence acquisition The PubMed, Scopus, and Web of Science databases were queried for studies describing telemedicine consultation and reporting on carbon emissions saved and the carbon emissions of telemedicine devices as primary outcomes, and travel distance and time and cost savings and safety as secondary outcomes. Outcomes were tabulated and calculated per consultation. Carbon emissions and travel distances were also calculated for each total study cohort. Risk of bias was assessed using the Newcastle-Ottawa scale, and the Oxford level of evidence was determined. Evidence synthesis A total of 48 studies met the inclusion criteria, covering 68 465 481 telemedicine consultations and savings of 691 825 tons of CO2 emissions and 3 318 464 047 km of travel distance. Carbon assessment was mostly reported as the estimated distance saved using a conversion factor. Medical specialties used telemedicine to connect specialists with patients at home (n = 25) or at a local center (n = 6). Surgical specialties used telemedicine for virtual preoperative assessment (n = 9), follow-up (n = 4), and general consultation (n = 4). The savings per consultation were 21.9–632.17 min and $1.85–$325. More studies focused on the COVID-19 time frame (n = 33) than before the pandemic (n = 15). The studies are limited by calculations, mostly for the travel distance for carbon savings, and appropriate follow-up to analyze the real impact on travel and appointments. Conclusions Telemedicine reduces the CF of the health care sector. Expanding the use of telemedicine and educating providers and patients could further decrease CO2 emissions and save both money and time. Patient summary We reviewed 48 studies on the use of telemedicine. We found that people used their cars less and saved time and money, as well as CO2 emissions, if they used teleconsultations. Some studies only looked at how much CO2 from driving was saved, so there might be more to learn about the benefits of teleconsultations. The use of online doctor appointments is not only good for our planet but also helps patients in saving time and money. This review is registered on the PROSPERO database for systematic reviews (CRD42023456839).",6,887
JOUR,"Resources policy from extraction to innovation: The interplay of minerals, geothermal energy, technological advancements, and ecological footprint in high-ecological footprint economies","['Bashir, Muhammad Adnan', 'Qing, Li', 'Raza Syed, Qasim', 'Barwińska-Małajowicz, Anna', 'Hashmi, Shabir Mohsin']",Resources Policy,95,105182,2024,2024/08/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2024.105182,['https://www.sciencedirect.com/science/article/pii/S030142072400549X'],"['Minerals rent', 'Geothermal energy consumption', 'Technological innovation', 'Ecological footprint', 'SDGs']","The present study aims to examine the impact of minerals, geothermal energy, and technology on the ecological footprint within the top five countries exhibiting the highest ecological footprint. In particular, the study utilizes a panel dataset covering China, the US, India, Brazil, and Japan, spanning the years 1998–2022. The empirical findings indicate that the minerals increase the ecological footprint in the long run. Contrarily, both geothermal energy and technology have the potential to mitigate the ecological footprint in the long run. The aforementioned findings indicate the necessity of reconfiguring the utilization of mineral rent in a manner that enables the revenue derived from minerals to effectively alleviate the ecological footprint. Moreover, it is advisable to formulate strategies aimed at augmenting the utilization of geothermal energy. To plunge the ecological footprint, it is imperative to implement policies that incentivize and facilitate the development and adoption of technological innovations. Overall, the current research suggests that the governments in these sample countries with the highest ecological footprint should formulate policies to effectively manage minerals, promote geothermal energy, and enhance technology innovation for effective utilization of resources.",,
JOUR,Carbon footprint comparison analysis of passenger car segment electric and ICE propelled vehicles in Kuwait,"['Doust, Mohammad', 'Otkur, Murat']",Alexandria Engineering Journal,79,438,2023,2023/09/15/,1110-0168,https://doi.org/10.1016/j.aej.2023.08.033,['https://www.sciencedirect.com/science/article/pii/S1110016823007159'],"['Battery Electric Vehicle (BEV)', 'Longitudinal Vehicle Modelling', 'Global Warming', 'Carbon Footprint', 'Coast Down Matching']","Considering the decrease in the fossil-fuel reserves and environmental drawbacks of internal combustion engine (ICE) propelled vehicles, the usage of alternative prime movers such as electric vehicles (EVs) has gained significant potential in the last decades. Battery electric vehicles (BEVs), hybrid electric vehicles (HEVs), and plug-in hybrid electric vehicles (PHEVs) are a few currently available examples of vehicle electrification. EVs have zero in-use emissions, however, depending on the region to be operated, well-to-wheel (WTW) emissions need to be considered for a realistic carbon footprint effect considering global warming (GW) analysis. Especially, considering the countries where the usage of renewable energy (RE) sources is extremely limited, such as Kuwait and other GCC countries, the benefit of EVs significantly decreases. Within this perspective in this study, an inclusive CO2 emissions analysis for two passenger segment vehicles with different prime movers are analyzed: ICE and electric motor (EM). Longitudinal vehicle models were developed via MATLAB/Simulink software for both prime mover configurations which are capable of simulating the fuel/energy consumption using Toyota Camry and Lexus UX 300e vehicles. The generated CO2 emissions by the two prime movers were compared using the previously generated Kuwait driving cycle (Kuwait DC). The results indicated that the use of BEVs generated fewer CO2 emissions nearly half the amount of what ICE propelled vehicles generated.",,448
JOUR,Nonthermal technologies to maintain food quality and carbon footprint minimization in food processing: A review,"['Yudhistira, Bara', 'Punthi, Fuangfah', 'Gavahian, Mohsen', 'Chang, Chao-Kai', 'Hazeena, Sulfath Hakkim', 'Hou, Chih-Yao', 'Hsieh, Chang-Wei']",Trends in Food Science & Technology,141,104205,2023,2023/11/01/,0924-2244,https://doi.org/10.1016/j.tifs.2023.104205,['https://www.sciencedirect.com/science/article/pii/S0924224423003205'],"['Emission', 'Food production', 'SDGs', 'Shelf life', 'Waste reduction']","Background The food industry emits carbon in the process of producing food. This emission leaves a carbon footprint (CF) that contributes to global warming. Reduction of CF is critical at all food processing steps to support sustainable development goals (SDGs). Generally, the new trend of low-CF food has influenced various aspects, including environmental, economic, and policy aspects. Scope and approach The purpose of this work was to explore CF in food processing, focusing on nonthermal technologies for reducing CF, including high-pressure procedures (HPP), pulse electric fields (PEF), cold plasma, low-energy electron beams (LEEB), and another emerging technology that has the potential to reduce CF. Key finding Our findings indicate that nonthermal technology applications can reduce heat usage but cannot reduce CF because they are influenced by the quantity of energy required for operations and the type of energy source used. Some emerging technologies, apart from reducing heat usage, can also reduce energy use in food processes, and enhance the efficiency of the food process or improves the shelf life and quality of food, reduces waste, and reduces the CF of each product. This review provides an overview of the prospects of nonthermal method applications in the food industry and policies to produce environmentally friendly food production. The implementation of new technology to minimize CF is expected to provide a viable alternative for the food industry, although its application requires process optimization for efficient food processing with good nutritional, sensory, and shelf-life qualities.",,
JOUR,Combing public-private partnership and large-scale farming increased net ecosystem carbon budget and reduced carbon footprint of maize production,"['Zhang, Wushuai', 'Qiao, Yuan', 'Lakshmanan, Prakash', 'Yuan, Liuzheng', 'Liu, Jiayou', 'Zhong, Chenghu', 'Chen, Xinping']","Resources, Conservation and Recycling",184,106411,2022,2022/09/01/,0921-3449,https://doi.org/10.1016/j.resconrec.2022.106411,['https://www.sciencedirect.com/science/article/pii/S0921344922002555'],"['Sustainable production model', 'Farm size', 'Life cycle assessment', 'Greenhouse gas emissions', 'Net ecosystem economic benefit']","Limited adoption of advanced technologies and land fragmentation limit the sustainable intensification of agriculture in developing countries. Here, we explore and establish an integrated management strategy by combining the public-private partnership (PPP) and large-scale farming (LSF) for more profitable and sustainable no-tillage maize production. A case study was conducted in the North China Plain to determine the applicability and the key drivers underpinning PPP-LSF success. On average, maize under PPP-LSF yielded 10.4 Mg ha−1, which was 11.8% and 19.4% greater than that of LSF and smallholder farming (SHF), respectively. Compared with LSF and SHF, the PPP-LSF achieved the highest energy use efficiency and the lowest negative environmental externalities. The carbon footprint of PPP-LSF was 267 kg CO2-eq Mg−1, which was 32.7% and 38.2% lower than that of LSF and SHF, respectively. A new causal factor analysis developed in this study revealed that the mechanised application of controlled-release formula fertilisers, eliminating top-dressing, was the main factor for low carbon footprint in PPP-LSF. The mean net ecosystem carbon budget (NECB), sustainability index, and net ecosystem economic benefit of PPP-LSF were 22.5 Mg C ha−1, 17.1 and 2040 $ ha−1, respectively, which were increased by 15.3% and 23.9%, 55.5% and 69.3%, and 28.7% and 50.3% compared with LSF and SHF. Higher net primary productivity related soil carbon sequestration potential and lower field carbon emissions were the main drivers of high NCEB of PPP-LSF. This real-world commercial crop production-based example illustrates the value and potential of PPP-LSF in utilising modern innovative farming technologies and management strategies to accelerate agricultural productivity and resources conservation with reduced environmental footprints.",,
JOUR,Carbon footprint impacts of banning cars with internal combustion engines,"['Morfeldt, Johannes', 'Davidsson Kurland, Simon', 'Johansson, Daniel J.A.']",Transportation Research Part D: Transport and Environment,95,102807,2021,2021/06/01/,1361-9209,https://doi.org/10.1016/j.trd.2021.102807,['https://www.sciencedirect.com/science/article/pii/S1361920921001115'],"['Internal combustion engines', 'Electric cars', 'Vehicle fleet turnover', 'Climate change mitigation', 'Carbon footprints', 'Prospective lifecycle assessment']","Banning sales of passenger cars with internal combustion engines is becoming a common climate change mitigation policy. This study analyzes the effects of such a ban on the carbon footprints of passenger car travel in Sweden using a novel vehicle turnover model and prospective lifecycle assessment, with scenarios for decarbonization of supply chains. A ban on internal combustion engines results in significantly decreased carbon footprints primarily due to reduced tailpipe CO2 emissions. The full effect of a ban is delayed due to fleet inertia. Increasing the pace of electrification is beneficial for the carbon footprint regardless of global manufacturing decarbonization pathways. A ban in 2030 is not sufficient to reach national policy targets for the transport sector, requiring either an earlier ban (i.e., 2025) or increased biofuel use. Risks of carbon leakage may motivate extending current regulations of vehicle-specific tailpipe emissions to also cover carbon footprints for new cars.",,
