type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page,secondary_title
JOUR,"An urban emergy footprint: Comparing supply- and use-extended input-output models for the case of Vienna, Austria","['Galychyn, O.', 'Fath, B.D.', 'Wiedenhofer, D.', 'Buonocore, E.', 'Franzese, P.P.']",Cleaner Production Letters,6,100058,2024,2024/06/01/,2666-7916,https://doi.org/10.1016/j.clpl.2024.100058,['https://www.sciencedirect.com/science/article/pii/S2666791624000046'],"['Emergy accounting', 'Emergy-evaluated carbon footprint', 'Carbon footprint', 'Environmental input–output analysis', 'Industrial ecology', 'Vienna']","Urban activities currently consume 75% of global final energy demand, which is expected to increase given absolute and relative population growth in cities. Assessments of both producer (upstream) and consumer (downstream) ecological and socioeconomic impacts of urban inter-industry exchanges are needed to reduce energy consumption and resource use behind the industrial footprints of cities. Environmental extensions in the input-output analysis are designed from the user side perspective, focusing only on commercial energy supply and use. This study introduced emergy-evaluated supply-extended and use-extended carbon footprint models for Vienna and compared their empirical and conceptual implications. Emergy-evaluated footprints of Vienna's urban consumption were estimated by combining industrial and systems ecology approaches as per the research question, based on previous investigations of GHG emissions and energy supply- and use-extensions. Results showed that the ranking of footprints of final product categories is sensitive to the evaluation method, with products of extractive and manufacturing industries differing by more than 10% depending on whether emergy or carbon evaluation is chosen. The emergy-based comparison further reveals that for products of extractive industries, the difference between use and supply extension results can be more than 20% as opposed to carbon-based comparison with the difference between supply and use extension results for services not even amounting to 5%. Future studies could address the over-estimation of direct energy supply to the economy, under-estimation of product and service, inconsistency in standard use-extension design, and challenges in assembling emergy-evaluated supply and use extensions. Fundings are relevant for unified responsibility assessment of upstream and downstream sectors without prioritising structural features.",,,
JOUR,Deep CAD Shape Recognition for Carbon Footprint Estimation at the Design Stage,"['Hasebe, Tatsuya', 'Katayama, Erika', 'Yoshiteru, Katsumura']",Procedia CIRP,122,545,2024,2024/01/01/,2212-8271,https://doi.org/10.1016/j.procir.2024.01.080,['https://www.sciencedirect.com/science/article/pii/S221282712400091X'],"['computer aided engineering', 'machine learning', 'carbon footprint assessment']","Estimating the carbon footprint of products at the early stage of design is crucial for streamlining the engineering process of sustainable products. However, the carbon footprint estimation of the products requires material and manufacturing information that is typically not available at the early design stage. In this study, a novel method is proposed for carbon footprint estimation, which can evaluate the carbon footprint through the shape recognition of computer aided design (CAD) models based on the graph deep learning. The learning model utilizes the boundary representation of CAD models for deeper understandings of the CAD model shape. The proposed method trains the deep learning model on the existing CAD models to recognize important sub-shapes and attributes, including materials and manufacturing information, such as welded parts, which are the essential data for the carbon footprint estimation. The proposed method enables the designers to estimate the carbon footprint without the laborious condition setting, which facilitates concurrent monitoring and improvement of the carbon footprint. The method is applied to actual assembly models and demonstrated that the material and welded parts, which are attributes required for emission prediction, can be recognized with an accuracy of more than 80%.",,550,31st CIRP Conference on Life Cycle Engineering
JOUR,Cryptocurrency blockchain and its carbon footprint: Anticipating future challenges,"['Bajra, Ujkan Q.', 'Ermir Rogova,', 'Avdiaj, Sefer']",Technology in Society,77,102571,2024,2024/06/01/,0160-791X,https://doi.org/10.1016/j.techsoc.2024.102571,['https://www.sciencedirect.com/science/article/pii/S0160791X24001192'],"['Cryptocurrency blockchain', 'Environmental impact', 'Carbon footprints', 'Proof of Work (PoW)', 'Proof of Stake (PoS)', 'Bitcoin']","This study investigates the environmental impact of cryptocurrency blockchain technology, specifically focusing on the adoption of Bitcoin and Ethereum. Utilizing instrumental regression analysis, it examines the consensus mechanisms—Proof of Work (PoW) and Proof of Stake (PoS)—and their association with carbon footprint. The findings reveal a clear correlation between the adoption of PoW-based cryptocurrencies like Bitcoin and carbon emissions. Notably, PoW-based cryptocurrencies generate approximately 0.86 metric tons of carbon emissions per transaction, which is significantly higher than PoS-based transactions like Ethereum. Concerns also arise regarding the sustainability of Bitcoin mining after the fourth halving period and potential shortages in PoW-based mining resources. As mining rewards decrease, the challenge of timely block creation intensifies. By projecting future BTC mining phases, the study anticipates diminishing rewards in each halving period, potentially leaving around 2500 BTC units available for mining by 2120. This suggests that achieving the full 21 million BTC may prove practically unattainable within the current blockchain framework. Furthermore, the research highlights the speculative and risky nature of cryptocurrencies lacking regulatory oversight, which tends to attract irresponsible investors. It stresses the importance of developing a nuanced understanding of the environmental implications of PoW cryptocurrencies and advocating for responsible innovation. Additionally, the study underscores the necessity of considering the monetary policy implications and raising awareness among investors to ensure responsible decision-making.",,,
JOUR,Social influence and climate change issues affecting consumer behavioral intention toward carbon footprint label: A study of Taiwanese consumers,"['Laksmawati, Widya Kartika', 'Hsieh, Chi-Ming', 'Yang, Shang-Ho']",Journal of Cleaner Production,444,141092,2024,2024/03/10/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.141092,['https://www.sciencedirect.com/science/article/pii/S0959652624005390'],"['Climate change', 'Carbon footprint labels', 'Social influence']","Amidst the global urgency to address climate change, Taiwan stands at the forefront of implementing sustainable solutions, notably introducing carbon footprint labels on food products. This initiative aims to usher consumers towards more environmentally-conscious purchasing decisions by providing insights into the ecological impact of their food choices. Our comprehensive research explores a variety of determinants that sway Taiwanese consumers in their buying behaviors, specifically focusing on the influence of these carbon footprint labels. Surprisingly, while one might anticipate media exposure to be a dominant force in shaping opinions, our findings suggest its role remains relatively limited in this context. Instead, personal experiences with climate events and robust influences from family and peers emerge as the primary drivers in purchasing decisions. These direct interpersonal interactions, both in terms of shared experiences and word-of-mouth recommendations, offer profound insights into shaping consumer behavior. As Taiwan ambitiously targets net-zero emissions by 2050, harnessing the power of these social dynamics becomes imperative. Through strategic interventions that amplify these social channels of influence, there's potential to bolster the public's inclination towards sustainable consumption, ensuring the success of initiatives like carbon footprint labeling.",,,
JOUR,Carbon footprint of farming practices in farmland ecosystems on the North and Northeast China plains,"['Huo, Yuewen', 'Mi, Guohua', 'Zhu, Mengyang', 'Chen, Shuang', 'Li, Jing', 'Hao, Zhanhong', 'Cai, Dongyu', 'Zhang, Fusuo']",Journal of Environmental Management,354,120378,2024,2024/03/01/,0301-4797,https://doi.org/10.1016/j.jenvman.2024.120378,['https://www.sciencedirect.com/science/article/pii/S0301479724003645'],"['Carbon footprint', 'Greenhouse gas mitigation', 'Farmland ecosystems', 'Farming practices', 'Mechanized grain production']","Fast development of farming practices in China is projected to result in additional carbon emissions and thus affect farmland ecosystems' environmental performance. Based on 454 farm surveys on the North and Northeast China Plain, the carbon footprint (CF) of two farmland ecosystems (irrigated system for wheat and maize on the North China Plain and rainfed system for maize on the Northeast Plain) were assessed and emission reduction pathways explored by quantifying greenhouse gas emissions of agricultural inputs and farm practices during the entire crop growing seasons with an agricultural footprint model. The results demonstrated that the GHG emissions from wheat and maize rotation in the irrigated system were 7.63 t CO2 eq ha−1 and 3.17 t CO2 eq ha−1 for single season maize in the rainfed system. While energy consumption accounted for 12.5%–21.3% of the carbon footprint in both systems, the group assessment found that the largest difference in GHG emissions between the high and low emission groups came from mechanical energy consumption. Approximately 50.6% and 39.2% of the mechanical carbon footprint of wheat and maize, respectively, were caused by irrigation practices in the irrigated system. Regarding the rainfed system, where 46.6% of mechanical carbon emissions were generated by maize tillage operations. In addition, scenario analysis indicated that the mechanical carbon footprint could be reduced to 56 kg CO2 eq t−1 for NCP-wheat and 26 kg CO2 eq t−1 for NCP-maize, respectively, by optimizing yields and irrigation practices in irrigated systems and that the mechanical carbon footprint of NEP-maize could be reduced to 25 kg CO2 eq t−1 by optimizing yields and tillage practices in rainfed systems. Therefore, improvement in mechanization in irrigation and tillage practices can contribute to reduce GHG emissions in China. Water-saving irrigation technology is recommended in irrigated area and conservation tillage is recommended in rainfed agricultural area to reduce carbon footprints.",,,
JOUR,Development of an open-source carbon footprint calculator of the UK craft brewing value chain,"['Bowler, Alexander L.', 'Rodgers, Sarah', 'Meng, Fanran', 'McKechnie, Jon', 'Cook, David J.', 'Watson, Nicholas J.']",Journal of Cleaner Production,435,140181,2024,2024/01/05/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.140181,['https://www.sciencedirect.com/science/article/pii/S0959652623043391'],"['Carbon footprint', 'Craft brewing', 'Greenhouse gas emissions', 'Scope 3 emissions', 'Value chains', 'Beer production']","Craft breweries may fall behind large brewing companies in reducing the carbon footprints of their value chains due to limited resources, financial constraints, and a lack of technical knowledge to fully understand their emissions. However, by increasing their awareness of the impact of their entire value chains, craft breweries can accelerate the decarbonisation of the industry by creating competition among breweries to appeal to environmentally conscious consumers. This work developed a freely available carbon calculator (10.6084/m9.figshare.22758692) using transparent, open-source data which may be used for benchmarking and identifying opportunities for emission reductions in UK craft breweries as well as providing a reference point for future carbon footprint analyses of global brewing value chains. The carbon footprint for craft brewing was calculated for a wide range of packaging types across three realistic scenarios (low, medium, and high carbon footprints) based on collected data and addresses the discrepancies between values reported in previous literature. Overall, the calculated carbon footprints ranged between 205 (20 L steel kegs, low carbon footprint scenario) and 1483 (single-use, 0.33 L glass bottles, high carbon footprint scenario) gCO2e per litre of beer. Novel hotspots (including wort boiling, the packaging process in a brewery, and the contribution of secondary and tertiary packaging) were identified. The overwhelming contribution of Scope 3 emissions (contributing between 57 and 95 % of the total carbon footprint) further emphasised the need to provide increased knowledge to craft breweries.",,,
JOUR,Is carbon footprint reduction always preferred over offsetting? An analysis of tourists' preferences in the Mallorca region,"['Femenias Rosselló, Llorenç B.', 'Bujosa Bestard, Angel', 'Riera Font, Antoni']",Economic Analysis and Policy,81,1371,2024,2024/03/01/,0313-5926,https://doi.org/10.1016/j.eap.2024.02.018,['https://www.sciencedirect.com/science/article/pii/S0313592624000341'],"['Choice experiment', 'Willingness to pay', 'Climate change mitigation', 'Reduction', 'Offsetting', 'Sun-and-beach tourism']","This research is devoted to the analysis of tourists’ preferences for climate change (CC) mitigation policies in the Mallorca region. The stated choice experiment, used for evaluation, was designed combining a set of alternatives, characterised by carbon footprint reduction and offset policies, taking into account the existence of environmental direct benefits, but also indirect benefits that improve tourist experience or co-benefits derived from the location of policy projects. Economic welfare in form of willingness to pay (WTP) was estimated, and the alternatives were compared using compensating variation values. The study's findings validate the prevailing preference for carbon reduction policies over offsetting measures, except when the first don't have co-benefits and the latter are implemented locally. In the latter case, there is no significant difference in WTP between reducing the carbon footprint and locally offsetting it. Results not only contributes to the ongoing economic debate surrounding CC mitigation policies but also provides key information for designing mitigation schemes in diffuse emission sectors such as tourism.",,1381,
JOUR,Digitalization and carbon footprint: Building a path to a sustainable economic growth,"['Škare, Marinko', 'Gavurova, Beata', 'Porada-Rochon, Malgorzata']",Technological Forecasting and Social Change,199,123045,2024,2024/02/01/,0040-1625,https://doi.org/10.1016/j.techfore.2023.123045,['https://www.sciencedirect.com/science/article/pii/S0040162523007308'],"['Digitalization', 'Carbon footprint', 'Economic growth', 'Sustainability', 'Sustainable development goals']","Digitalization is a primary driver of sustainable development. We investigate the impact of digitalization on the carbon footprints of the (national) government sector, households, enterprises, non-governmental organizations, and imported carbon footprints. We use panel data analysis to study the link between digitalization and sustainable economic growth by monitoring digital carbon footprint patterns. Our study results show that digitalization has a positive and statistically significant impact on sustainability development measured by the sustainable development goals (SDG). Furthermore, our results support the hypothesis that advancing total factor productivity, referring to green total factor productivity, is critical for meeting SDGs. Notably, we determine that the ecological footprint across sectors and countries is diverging, or at best, slowly converging at a pace that is not even close to that required to meet the 2030 SDGs. Therefore, policymakers and practitioners must strategically revise sustainability policies to ensure industrial and economic transition and adaptability to climate change and advance economic green growth and sustainable development.",,,
JOUR,"MusselCF, a user-friendly toolbox to estimate the physiological carbon footprint of mussels in suspended aquaculture","['Pájaro, Manuel', 'Fuentes-Santos, Isabel', 'Labarta, Uxío', 'Alonso, Antonio A.', 'Álvarez-Salgado, X. Antón']",Aquacultural Engineering,105,102415,2024,2024/05/01/,0144-8609,https://doi.org/10.1016/j.aquaeng.2024.102415,['https://www.sciencedirect.com/science/article/pii/S0144860924000268'],"['CO budget', 'Dissolved inorganic carbon', 'Dynamic model', 'Graphical user interface', 'Total alkalinity', 'Water carbonate chemistry']","Interest on the potential CO2 sequestration of marine bivalve aquaculture has increased during the last decade. However, there is still some controversy about which biological processes are involved and how to estimate their contribution to the carbon footprint of bivalve aquaculture. This work considers the dissolved inorganic carbon, CO2 and alkalinity fluxes linked to flesh and shell growth, calcification, respiration, faeces egestion, and ammonia excretion, accounting also for the RDOC production associated to these processes. We have developed an algorithm for a dynamic estimation of these fluxes based on a net production DEB growth model for mussels. The resulting model has been implemented in Python to create a toolbox with a graphical user interface. This toolbox allows the selection of different culture strategies, in terms of seeding date, seed size and culture length, and consequently analyzes the carbon footprint and impact on the carbonate chemistry of seawater of aquaculture management.",,,
JOUR,Challenges in measuring the distribution of carbon footprints: The role of product and price heterogeneity,"['André, Mathias', 'Bourgeois, Alexandre', 'Combet, Emmanuel', 'Lequien, Matthieu', 'Pottier, Antonin']",Ecological Economics,220,108122,2024,2024/06/01/,0921-8009,https://doi.org/10.1016/j.ecolecon.2024.108122,['https://www.sciencedirect.com/science/article/pii/S0921800924000193'],"['Carbon footprint', 'GHG emissions', 'Inequality', 'Household consumption', 'Expenditure surveys', 'Distribution']","The distribution of the footprint within a country is regularly computed using consumption data, and with the assumption that the footprint from a product category is proportional to the spending on that product. Here, we explore the limitations of this proportionality assumption. We provide a systematic framework for discussing the gap between the true carbon footprint and the carbon footprint imputed with spending, a framework which is valid for any type of footprint. We show that two channels can bias the distribution of the carbon footprint: the heterogeneity in prices paid and the heterogeneity in the carbon intensity of products purchased. We rely on French household budget survey data to illustrate how these channels operate and interplay, and use cooking oils as a case study of the interplay of the two channels. We find that wealthier households pay higher prices. Because of the price heterogeneity, the carbon footprint tends to be overestimated for top income and underestimated at the bottom. We also use consumption of cooking oils as a more-in depth case study of the carbon intensity heterogeneity. This case shows that it can lead to an outcome similar to price heterogeneity.",,,
JOUR,Reinvestigating the EKC hypothesis: Does renewable energy in power generation reduce carbon emissions and ecological footprint?,"['Mohamed, Erna Farina', 'Abdullah, Azlina', 'Jaaffar, Amar Hisham', 'Osabohien, Romanus']",Energy Strategy Reviews,53,101387,2024,2024/05/01/,2211-467X,https://doi.org/10.1016/j.esr.2024.101387,['https://www.sciencedirect.com/science/article/pii/S2211467X24000944'],"['Renewable energy', 'Ecological footprint', 'Electricity intensity', 'EKC', 'ARDL']","For a developing nation such as Malaysia with a significant reliance on fossil fuels for electricity, understanding the environmental consequences of this dependency is crucial. Thus, this study utilizes the Autoregressive Distributed Lag (ARDL) method to explore the impact of electricity intensity (EINT), renewable energy in electricity generation (ERE), and gross domestic product (GDP) on Malaysia's environmental quality, from 1985 to 2020. By using carbon emissions (CO2 emissions) and ecological footprint (EF) as proxies, the study finds a significant long-run impact of these factors on environmental degradation. Notably, the study also observed an inverted U-shaped relationship between GDP and environmental degradation, validating the existence of Environmental Kuznets Curve (EKC) hypothesis. The findings also imply that while electricity intensity is associated with increased emissions, the use of renewable energy (RE) sources for electricity generation may contribute to emission reduction. But the results for both variables show reversal signs on EF. The study's adoption of the fully ordinary least square (FMOLS) method reinforces the same results, thus, justifying the cointegrating relationship between studied variables. Drawing from these outcomes, the study advocates for a comprehensive approach to renewable energy management, emphasizing both its utilization and waste in order to improve ecological footprint. Moreover, the pressing need to enact legislation on energy efficiency and conservation is crucial in ensuring decoupling and securing sustainable development in Malaysia.",,,
JOUR,Incorporating pruning into the carbon footprint of tree production based on terrestrial laser scanning,"['Liu, Zhe', 'Yang, Fan', 'Zheng, Xi']",Urban Forestry & Urban Greening,96,128357,2024,2024/06/01/,1618-8667,https://doi.org/10.1016/j.ufug.2024.128357,['https://www.sciencedirect.com/science/article/pii/S1618866724001559'],"['Tree production', 'Terrestrial laser scanning', 'Carbon footprint', 'Life cycle assessment', 'TreeQSM', 'Pruning']","Pruning is a major source of carbon emissions from urban trees. The high cost of evaluating pruning quantities by destructive measurements has limited the research on pruning. By combining terrestrial laser scanning and quantitative structure models, pruning quantities can be assessed non-destructively. This study focuses on the impact of pruning during tree production, as it is intense and has been rarely evaluated. Using Sophora japonica from a nursery in Beijing as an example, point cloud data were collected from 181 uneven-aged Sophora japonica for the simulation of pruning at a single tree level. All pruning stages were incorporated into the assessment of the carbon footprint of Sophora japonica production for 15-year-old trees. The results show that previous studies have underestimated the tree carbon footprints of pruning, leading to a severe underestimation of the carbon footprint of tree production. Crown reduction removes the most above-ground woody biomass during tree production, over half, while the decomposition of pruning waste is the most significant source of carbon emissions. The removal ratio from pruning of individual trees is consistent within the same pruning pattern. The tree volume can serve as a good predictor for estimating pruning quantities, but crown diameter sometimes needs to be considered. Implementing pruning interventions, harvesting in advance, and choosing appropriate methods for pruning waste disposal can reduce carbon emissions from pruning.",,,
